pos_x,pos_y,target_speed
-99.86283111572266,-156.9446258544922,80.0
-101.4330596923828,-156.82064819335938,80.0
-103.00230407714844,-156.69664001464844,80.0
-104.57064056396484,-156.57247924804688,80.0
-106.13813018798828,-156.44839477539062,80.0
-107.70484161376952,-156.3246307373047,80.0
-109.27066802978516,-156.20086669921875,80.0
-110.8354721069336,-156.0771484375,80.0
-112.39924621582033,-155.9534912109375,80.0
-113.96202087402344,-155.8296661376953,80.0
-115.52386474609376,-155.7056121826172,80.0
-117.08470153808594,-155.58119201660156,80.0
-118.6446762084961,-155.45655822753906,80.0
-120.20374298095705,-155.331787109375,80.0
-121.76188659667967,-155.20669555664062,80.0
-123.3191146850586,-155.0808868408203,80.0
-124.87542724609376,-154.95433044433594,80.0
-126.430908203125,-154.8265380859375,80.0
-127.98552703857422,-154.69749450683594,80.0
-129.53916931152344,-154.5674591064453,80.0
-131.09165954589844,-154.43609619140625,80.0
-132.64295959472656,-154.30308532714844,80.0
-134.193359375,-154.16873168945312,80.0
-135.7428741455078,-154.03370666503906,80.0
-137.2914581298828,-153.89918518066406,80.0
-138.8385467529297,-153.76515197753906,80.0
-140.38343811035156,-153.63197326660156,80.0
-141.92433166503906,-153.49977111816406,80.0
-143.46005249023438,-153.3686065673828,80.0
-144.9904327392578,-153.23789978027344,80.0
-146.5155487060547,-153.10757446289062,80.0
-148.03550720214844,-152.97732543945312,80.0
-149.5502471923828,-152.84719848632812,80.0
-151.05979919433594,-152.71730041503906,80.0
-152.56410217285156,-152.58766174316406,80.0
-154.06332397460938,-152.45834350585938,80.0
-155.6721954345703,-152.3196258544922,80.0
-157.27528381347656,-152.18206787109375,80.0
-158.8725128173828,-152.04519653320312,80.0
-160.46397399902344,-151.90867614746094,80.0
-162.0494842529297,-151.77259826660156,80.0
-163.62924194335938,-151.6367950439453,80.0
-165.2034454345703,-151.5011444091797,80.0
-166.7743682861328,-151.3656463623047,80.0
-168.34300231933594,-151.2304229736328,80.0
-169.9093475341797,-151.09527587890625,80.0
-171.47877502441406,-150.95994567871094,80.0
-173.04269409179688,-150.82540893554688,80.0
-174.599365234375,-150.69171142578125,80.0
-176.1486358642578,-150.55882263183594,80.0
-177.6907196044922,-150.42684936523438,80.0
-179.2254638671875,-150.2953338623047,80.0
-180.7529144287109,-150.1646728515625,80.0
-182.27313232421875,-150.03518676757812,80.0
-183.78607177734372,-149.90643310546875,80.0
-185.2920684814453,-149.7783660888672,80.0
-186.79122924804688,-149.65138244628906,80.0
-188.38958740234372,-149.51609802246094,80.0
-189.97984313964844,-149.38150024414062,80.0
-191.56222534179688,-149.24789428710938,80.0
-193.13661193847656,-149.1151123046875,80.0
-194.7032012939453,-148.9827880859375,80.0
-196.26226806640625,-148.8514404296875,80.0
-197.81362915039065,-148.72134399414062,80.0
-199.35726928710935,-148.59237670898438,80.0
-200.8934783935547,-148.46463012695312,80.0
-202.42198181152344,-148.33860778808594,80.0
-203.9431304931641,-148.214111328125,80.0
-205.45672607421875,-148.0905303955078,80.0
-206.9629669189453,-147.96803283691406,80.0
-208.46173095703125,-147.8470001220703,80.0
-210.05255126953125,-147.71859741210938,80.0
-211.63507080078125,-147.59088134765625,80.0
-213.209228515625,-147.46482849121094,80.0
-214.77523803710935,-147.33888244628906,80.0
-216.3333282470703,-147.2138671875,80.0
-217.8833923339844,-147.08982849121094,80.0
-219.42535400390625,-146.96624755859375,80.0
-220.9596099853516,-146.843505859375,80.0
-222.48594665527344,-146.72145080566406,80.0
-224.0045318603516,-146.59970092773438,80.0
-225.51547241210935,-146.47842407226562,80.0
-227.0186462402344,-146.3578338623047,80.0
-228.51388549804688,-146.23683166503906,80.0
-230.09423828125,-146.10848999023438,80.0
-231.6661529541016,-145.98085021972656,80.0
-233.2300720214844,-145.85308837890625,80.0
-234.78839111328125,-145.72520446777344,80.0
-236.3432159423828,-145.59713745117188,80.0
-237.89620971679688,-145.4690399169922,80.0
-239.4478759765625,-145.34115600585938,80.0
-240.99859619140625,-145.2134552001953,80.0
-242.54818725585935,-145.0856475830078,80.0
-244.09510803222656,-144.95767211914062,80.0
-245.639404296875,-144.82972717285156,80.0
-247.19207763671875,-144.7010955810547,80.0
-248.75103759765625,-144.572509765625,80.0
-250.3097381591797,-144.44297790527344,80.0
-251.86851501464844,-144.314453125,80.0
-253.42752075195312,-144.18663024902344,80.0
-254.9865875244141,-144.057861328125,80.0
-256.5460510253906,-143.9295654296875,80.0
-258.1050720214844,-143.801513671875,80.0
-259.6627502441406,-143.67364501953125,80.0
-261.214599609375,-143.54641723632812,80.0
-262.7556457519531,-143.41961669921875,80.0
-264.2843933105469,-143.29257202148438,80.0
-265.8017578125,-143.16612243652344,80.0
-267.30767822265625,-143.04046630859375,80.0
-268.8895874023437,-142.9083251953125,80.0
-270.4588928222656,-142.77694702148438,80.0
-272.0157470703125,-142.64698791503906,80.0
-273.5601501464844,-142.51834106445312,80.0
-275.09228515625,-142.39060974121094,80.0
-276.6124572753906,-142.26458740234375,80.0
-278.12042236328125,-142.13938903808594,80.0
-279.6167297363281,-142.01487731933594,80.0
-281.1836242675781,-141.88438415527344,80.0
-282.7374572753906,-141.755126953125,80.0
